"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEDIAN_SAL.1","POP","CITY","latitude","longitude"
"QueenieÎês Island Cuisine and Grill","Caribbean",1,3,4.5,"(413) 363-0939","220 Worthington StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1045822,-72.5922201
"Frankie & JohnnieÎês Pizza","Pizza",1,6,5,"(413) 734-6773","35 Island Pond RdSpringfield, MA 01118",1118,55853,55853,14283,"Springfiled",42.0938961,-72.5505214
"Palate","Latin American",2,11,3.5,"(413) 363-2354","1168 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1398288,-72.505432
"PrimoÎês Pizzeria","Pizza",1,4,4,"(413) 781-2119","824 Worthington StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.1118247,-72.5834407
"Wings Over Springfield","American",2,36,5,"(413) 783-9464","1219 Parker StreetSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1159006,-72.4982081
"SianoÎês Pizzeria & Restaurant","Pizza",2,17,3.5,"(413) 782-0066","965 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1379367,-72.5121581
"Caf’© Christo","Cafes",2,18,3.5,"(413) 733-7700","513 Belmont AveSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.086611,-72.5590409
"Petra","Hookah Bars",2,28,3.5,"(413) 787-0001","270 Worthington StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1049904,-72.5916324
"Hummingbird Restaurant","Caribbean",1,4,3.5,"(413) 734-3490","347 Orange StSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0931168,-72.5564101
"Main Garden","Cantonese",1,7,3.5,"(413) 782-1013","1911 Wilbraham RdSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.114773,-72.4973646
"Four Seasons Buffet","Buffets",2,14,4.5,"(413) 543-3333","1714 Boston RoadSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1455526,-72.4872688
"iPho","Sandwiches",1,3,3.5,"(413) 788-8878","2 Wilmont StSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0892919,-72.561621
"Cedar City Sandwiches","Lebanese",1,5,3,"(413) 301-8882","164 Spring StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.1079391,-72.5875009
"Route 66 Diner","Diners",1,12,4.5,"(413) 737-4921","950 Bay StSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1311972,-72.5533285
"Parker Pizza","Pizza",2,11,3.5,"(413) 796-1111","1192 Parker StSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1166564,-72.4991835
"ChristopherÎês Tavern","Sports Bars",2,18,3.5,"(413) 363-0650","360 Cooley StSpringfield, MA 01128",1128,63177,63177,3040,"Springfiled",42.0944073,-72.4987407
"Hong Kong Garden","Chinese",1,8,3,"(413) 783-1281","475 Breckwood BlvdSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1165618,-72.524126
"Pizza Palace","Pizza",1,12,4.5,"(413) 782-4771","1899 Wilbraham RdSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1142255,-72.4982009
"DonovanÎês Irish Pub","Irish",2,13,4.5,"(413) 543-0791","1655 Boston RdSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1407183,-72.4863824
"Family Pizzeria & Restaurant","Pizza",2,22,3.5,"(413) 736-9146","715 Sumner AveSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0873462,-72.5505388
"Sol Karibe","Bars",1,4,4.5,"(413) 737-1217","1236 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1010692,-72.5877277
"McCaffreyÎês Public House","Irish",2,12,3.5,"(413) 787-9990","1171 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1007402,-72.5867364
"Sabor A Quisqueya Restaurant","Latin American",1,3,3,"(413) 736-3940","326 Saint James AveSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1184288,-72.5710214
"Ginger Blossom","Chinese",2,37,4,"(413) 783-8300","1203 Parker StSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1162103,-72.497539
"Hana Saki","Sushi Bars",2,21,3.5,"(413) 783-3192","1404 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1422114,-72.4969243
"Golden Corral","American",2,53,3.5,"(413) 543-4600","436 Parker StSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1426826,-72.4959694
"La Fiorentina Pastry Shop","Bakeries",1,25,5,"(413) 732-3151","883 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.0978891,-72.5829955
"The New OÎêBrienÎês Corner","Sports Bars",2,7,4.5,"(413) 734-9832","1082 Page BlvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1476676,-72.5437368
"Taste of Lebanon","Lebanese",1,123,3.5,"(413) 363-0414","553 Main StWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.1018856,-72.6088664
"Tokyo Asian Fusion","Asian Fusion",2,43,4.5,"(413) 782-3333","415 Cooley StSpringfield, MA 01128",1128,63177,63177,3040,"Springfiled",42.0913962,-72.4984452
"Mom & RicoÎês Specialty Market","Grocery",1,3,3.5,"(413) 732-8941","899 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.0981292,-72.5830182
"Old School Italian Pizzeria","Pizza",1,0,4.5,"(413) 737-3333","770 Bay StSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.127856,-72.558077
"RussÎês","Diners",1,9,5,"","15 Rimmon AveSpringfield, MA 01107",1107,23557,23557,11615,"Springfiled",42.132336,-72.59941
"El Caribe’±o","Dominican",1,2,3.5,"(413) 732-7979","858 State StSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.112165,-72.5625805
"Casa De Nana","Mexican",2,44,4.5,"(413) 783-1549","995 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1382971,-72.5112222
"AntonioÎês Grinders","Pizza",1,14,3,"(413) 734-8822","17 Longhill StSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0875035,-72.5792482
"Olympic Deli Restaurant","Delis",1,7,2.5,"(413) 732-1600","232 Chestnut StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.108122,-72.5920184
"SamuelÎês Sports Bar & J QuincyÎês Restaurant","Bars",2,47,4.5,"(413) 731-7267","1000 W Columbus AveSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.0961331,-72.5877268
"Dynasty Restaurant","Chinese",1,6,3,"(413) 734-3949","5 Locust StSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0913863,-72.5792261
"Wong Wok","Chinese",2,37,4,"(413) 746-8084","749 Sumner AveSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0875303,-72.5493748
"SophiaÎês Pizza & Sports Bar","Sports Bars",2,25,3.5,"(413) 782-5274","463 Breckwood BlvdSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1169326,-72.524158
"Milano Importing","Grocery",1,5,2.5,"(413) 737-7367","988 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.098967,-72.5842353
"Peacock Chinese Restaurant","Chinese",2,18,3.5,"(413) 783-9996","338 Cooley StSpringfield, MA 01128",1128,63177,63177,3040,"Springfiled",42.0947835,-72.4985783
"Raices Restaurant","Puerto Rican",2,3,4,"(413) 733-5618","1021 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.0993422,-72.5847102
"BrunoÎês Pizza 16 Acres","Pizza",2,10,3.5,"(413) 783-3333","1810 Wilbraham RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1160962,-72.499557
"Ixtapa","Mexican",1,3,3.5,"","355 Belmont AveSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0884252,-72.5644337
"The Federal","American",3,112,4.5,"(413) 789-1267","135 Cooper StAgawam, MA 01001",1001,56663,56663,16445,"Springfiled",42.0824974,-72.6214659
"Cana Korean Restaurant","Korean",2,108,4.5,"(413) 592-1362","159 Grove StChicopee, MA 01020",1020,50058,50058,29626,"Springfiled",42.154449,-72.5849758
"Sonic","American",1,19,4.5,"","1057 Boston Post RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1403807,-72.5015277
"CedarÎês Food Mart & Grill","Grocery",1,13,3,"(413) 273-1215","405 Armory StSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1206236,-72.5856594
"Mi Antojito Bakery","Puerto Rican",1,0,4.5,"(413) 781-2201","126 Walnut StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.1052389,-72.5731196
"Asadero Del Caribe Grill & Restaurant","Latin American",2,0,3.5,"(413) 301-5114","2757 Main StSpringfield, MA 01107",1107,23557,23557,11615,"Springfiled",42.1160284,-72.6065072
"Panda House","Chinese",2,11,5,"(413) 737-5599","1673 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1044715,-72.594321
"Manna Chinese Restaurant","Chinese",1,3,3,"(413) 746-8880","441 Springfield StSpringfield, MA 01107",1107,23557,23557,11615,"Springfiled",42.132604,-72.599913
"Salerno Pizzeria","Pizza",1,18,3,"(413) 733-4382","747 Liberty StSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1242468,-72.5843122
"Jack Chen II Chinese Restaurant","Ethnic Food",3,15,2.5,"(413) 782-5858","1193 Sumner AveSpringfield, MA 01118",1118,55853,55853,14283,"Springfiled",42.0906413,-72.5335701
"Lattitude Restaurant","American",2,117,3.5,"(413) 241-8888","1338 Memorial AveWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.093053,-72.6200701
"2 Guys Pizzeria","Pizza",2,5,3,"(413) 736-0422","477 Page BlvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1384857,-72.5621159
"Munich Haus","German",2,116,3.5,"(413) 594-8788","13 Center StChicopee, MA 01013",1013,36578,36578,22907,"Springfiled",42.1482985,-72.6065083
"Max Burger","Burgers",2,135,4.5,"(413) 798-0101","684 Bliss RdLongmeadow, MA 01106",1106,91889,91889,15880,"Springfiled",42.0571976,-72.555441
"Napoli Restaurant & Pizzeria","Pizza",2,2,4,"(413) 782-7030","1633 Bay StSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1295464,-72.5291936
"Wong Wok House At Berkshire Ave","Chinese",1,5,5,"(413) 827-8668","309 Berkshire AveSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1309548,-72.5340298
"Mykonos II","Mediterranean",1,3,3.5,"(413) 543-3675","1655 Boston RdSpringfield, MA 01129",1129,58704,58704,6982,"Springfiled",42.1407183,-72.4863824
"ZoninÎês Market","Italian",1,0,4,"(413) 732-1055","883 Main StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.0980286,-72.5826998
"Brick City Pizza","Pizza",1,2,2,"(413) 746-0600","220 Worthington StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1045822,-72.5922201
"El Morro Bakery and Restaurant","Bakeries",1,6,3.5,"(413) 737-1418","599 Page BlvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1403181,-72.5587296
"Fat Cat Bar & Grill","American",1,5,3.5,"(413) 734-0554","232 Worthington StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1046871,-72.5920512
"Bottega Cucina","Italian",2,106,3,"(413) 732-2500","46 Morgan RdWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.1301983,-72.6282935
"PennyÎês Southern Style Soul Food","Soul Food",2,6,4,"(413) 301-8178","606 Page BlvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1407139,-72.5586501
"Santiago Family Restaurant","Spanish",2,63,3.5,"(413) 562-0210","34 Franklin StWestfield, MA 01085",1085,57598,57598,40392,"Springfiled",42.1244679,-72.7497541
"Blue Water Sushi","Sushi Bars",2,56,4.5,"(413) 610-1167","325 E StLudlow, MA 01056",1056,63318,63318,21205,"Springfiled",42.2275462,-72.4217049
"Popeyes","Southern",1,7,4.5,"(413) 782-1000","625 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.134744,-72.523556
"Classic Burgers","Burgers",1,56,4.5,"(413) 363-1654","1261 Westfield StWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.1062581,-72.6447083
"Paramount Pizza","Pizza",1,7,4,"(413) 733-0300","1659 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1044276,-72.5941184
"PatsyÎês Pizzeria & Restaurant","Italian",2,12,2.5,"(413) 739-0275","600 N Main StEast Longmeadow, MA 01028",1028,80252,80252,14143,"Springfiled",42.0798623,-72.5356372
"Golden Pizza","Pizza",2,4,3.5,"(413) 783-1109","1350 Allen StSpringfield, MA 01118",1118,55853,55853,14283,"Springfiled",42.0939643,-72.5151527
"Pizza Works","Pizza",2,6,2,"(413) 785-1300","459 Dickinson StSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0854,-72.556548
"NickyÎês Pizza","Pizza",1,49,2,"(413) 786-9977","1000 Main StAgawam, MA 01001",1001,56663,56663,16445,"Springfiled",42.0594211,-72.6170384
"Ume Asian Bistro","Sushi Bars",1,53,4.5,"(413) 565-5088","732 Bliss RdLongmeadow, MA 01106",1106,91889,91889,15880,"Springfiled",42.0562849,-72.5535714
"Empire Pizza","Pizza",2,4,4,"(413) 732-3500","139 Dwight StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1033833,-72.5874936
"Crepes Tea House","Coffee & Tea",2,122,3,"(413) 304-2052","261 Union StWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.1026198,-72.6165077
"Cafe Manhattan","Restaurants",2,0,4,"(413) 737-7913","301 Bridge StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1041281,-72.590921
"Lucky Kitchen","Chinese",3,0,5,"(413) 746-1999","42 Berkshire AveSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1247123,-72.5390386
"CalÎês Wood Fire Grill & Bar","Seafood",2,106,3,"(413) 827-9353","1068 Riverdale StWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.1330628,-72.6263212
"El Forastero Mexican Food","Mexican",2,44,3.5,"(413) 455-3297","360 N Westfield StAgawam, MA 01030",1030,71106,71106,11702,"Springfiled",42.0794697,-72.6784826
"CoughlinÎês Place","Breakfast & Brunch",2,44,3.5,"(413) 525-1899","182 N Main StEast Longmeadow, MA 01028",1028,80252,80252,14143,"Springfiled",42.0715211,-72.517949
"White Hut","Burgers",1,115,4.5,"(413) 736-9390","280 Memorial AvenueWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.0966116,-72.6015304
"Pintus Indian Restaurant","Indian",1,82,4,"(413) 788-4929","25 Park AveWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.106894,-72.6158841
"The Tipping Cow","American",2,3,3.5,"(413) 827-7862","755 Liberty StSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1242892,-72.584315
"Food Zone International Supermarket","Grocery",1,11,5,"(413) 566-6874","355 Belmont AveSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0884252,-72.5644337
"QuickyÎês Restaurant","American",2,13,3.5,"(413) 592-4786","2 Springfield StChicopee, MA 01013",1013,36578,36578,22907,"Springfiled",42.1486427,-72.6076818
"MurphyÎês Pop Stop","Diners",1,0,4.5,"(413) 734-7950","74 Island Pond RdSpringfield, MA 01118",1118,55853,55853,14283,"Springfiled",42.095239,-72.5508305
"PeteÎês Daily Food","Caribbean",2,2,3,"(413) 827-8388","259 Bay StSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1155792,-72.5675475
"1600 Main Street - International Biergarten","Lounges",1,5,4,"(413) 301-3575","1600 Main StSpringfield, MA 01103",1103,16963,16963,2731,"Springfiled",42.1039285,-72.5933344
"Fernandez Family Restaurant","Spanish",1,16,5,"(413) 532-1139","161 High StHolyoke, MA 01040",1040,35549,35549,39827,"Springfiled",42.2081365,-72.606605
"Bella Milano","Pizza",2,2,3.5,"(413) 746-4700","27 St James BlvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1346352,-72.5698192
"E BÎês Speciality Chicken Restaurant","American",2,27,4,"(413) 789-3525","385 Walnut St ExtAgawam, MA 01001",1001,56663,56663,16445,"Springfiled",42.0869938,-72.6287288
"Priya Indian Cuisine","Indian",2,88,4.5,"(413) 594-5555","460 Memorial DrChicopee, MA 01020",1020,50058,50058,29626,"Springfiled",42.1714181,-72.577229
"Six Corners Pizza and Sandwich Shop","Pizza",1,0,1,"(413) 733-6443","130 Walnut StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.1051358,-72.5732301
"Bueno Y Sano","Mexican",2,27,3.5,"(413) 737-1259","935 Riverdale StWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.1288586,-72.6226341
"906 Homwin Chinese Restaurant","Chinese",1,36,4,"(413) 783-8906","906 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1379893,-72.5143706
"Hofbrauhaus","German",2,4,1.5,"(413) 737-4905","1105 Main StWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.0973331,-72.6006378
"Frontera Grill","Mexican",2,6,2,"(413) 612-2800","1625 Memorial DrChicopee, MA 01020",1020,50058,50058,29626,"Springfiled",42.2017173,-72.5712192
"PanÎêe Dolcetti","Coffee & Tea",1,102,4,"(413) 271-1225","2133 Boston RdWilbraham, MA 01095",1095,89486,89486,13572,"Springfiled",42.1504754,-72.4693124
"RachaelÎês Brand Smoked Fish","Seafood",1,45,4.5,"(800) 327-3412","150 Switzer AveSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.136211,-72.53412
"Golden Krust Bakery & Grill","Caribbean",1,0,4,"(413) 731-7720","320 Wilbraham RdSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.1130238,-72.5524034
"Pizza Makers","Pizza",2,27,3.5,"(413) 783-6126","1826 Allen StSpringfield, MA 01118",1118,55853,55853,14283,"Springfiled",42.090276,-72.4998661
"Master Chef","Sushi Bars",2,8,3.5,"(413) 322-0993","461 Granby RdSouth Hadley, MA 01075",1075,63053,63053,17179,"Springfiled",42.2344833,-72.5635366
"Chicharron Restaurant","Restaurants",2,13,1,"(413) 205-2188","494 Central StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.0972229,-72.5651285
"Kennedy Fried Chicken","Mediterranean",1,0,5,"(413) 733-4205","1003 st james aveSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1360894,-72.5685056
"Buona Vita Bar & Grille","Pizza",2,42,4,"(860) 749-5903","284 N Maple StEnfield, CT 06082",6082,69603,69603,44654,"Springfiled",42.021632,-72.5405603
"PeppoÎês Pizza","Pizza",2,13,5,"(413) 789-9066","421 Springfield StAgawam, MA 01001",1001,56663,56663,16445,"Springfiled",42.0848242,-72.6436898
"EricaÎês Hall of Fame Kitchen","Soul Food",2,0,5,"(413) 391-7072","666 State StreetSpringfield, MA 01109",1109,34638,34638,30683,"Springfiled",42.110439,-72.5702775
"PasqualeÎês Restaurant & Tavern","American",2,27,3.5,"(413) 438-6387","642 N Main StEast Longmeadow, MA 01028",1028,80252,80252,14143,"Springfiled",42.0802491,-72.5379658
"Sweet Cakes By Tanya","Desserts",2,27,3.5,"(413) 821-5109","672 Dickinson StSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0800352,-72.5543787
"Ale House","American",2,10,5,"(413) 736-6969","536 Worthington StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.107733,-72.5883168
"Fu Soun Chinese Restaurant","Chinese",3,5,1.5,"(413) 732-4023","494 Central StSpringfield, MA 01105",1105,17756,17756,12816,"Springfiled",42.0972229,-72.5651285
"Cold Harbor Seafood & Market","Seafood",2,0,5,"(860) 763-0522","465 Taylor RdEnfield, CT 06082",6082,69603,69603,44654,"Springfiled",41.9998856,-72.5148549
"MeatBall Kitchen","Comfort Food",2,27,3.5,"(413) 271-1251","2000 Boston RdWilbraham, MA 01095",1095,89486,89486,13572,"Springfiled",42.1494225,-72.4763484
"Cocochi Asian Cuisine","Sushi Bars",2,35,4,"(413) 786-2777","760 Springfield StFeeding Hills, MA 01030",1030,71106,71106,11702,"Springfiled",42.076718,-72.6545129
"McDonalds Hamburgers","Restaurants",1,10,4.5,"(413) 783-2328","809 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1367271,-72.5177693
"MemoÎês Restaurant & Catering","Coffee & Tea",1,0,2,"(413) 739-8420","1272 Memorial AveWest Springfield, MA 01089",1089,53711,53711,27894,"Springfiled",42.0932503,-72.6189326
"Khi & EliÎês Food for the Soul","Soul Food",1,79,4,"(413) 732-0860","882 Sumner AveSpringfield, MA 01108",1108,37411,37411,26060,"Springfiled",42.0887036,-72.5449078
"The Grill At the Boulevard","American",1,2,4.5,"(413) 732-0904","664 page blvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.141731,-72.556954
"Main Wok Chinese Restaurant","Chinese",2,8,3,"(413) 731-8888","590 Page BlvdSpringfield, MA 01104",1104,35380,35380,22078,"Springfiled",42.1405294,-72.5594286
"Sarapes Restaurant","Mexican",2,100,4,"(860) 745-7781","917 Enfield StEnfield, CT 06082",6082,69603,69603,44654,"Springfiled",41.9969761,-72.5940658
"Boston Road Pizza","Pizza",2,2,3.5,"(413) 796-7777","1291 Boston Post RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.1405083,-72.5007186
"MurphyÎês Pub","Irish",2,23,3,"(413) 301-7074","664 Suffield StAgawam, MA 01001",1001,56663,56663,16445,"Springfiled",42.0670417,-72.6319472
"JohnÎês Pizzeria & Restaurant","Pizza",2,13,4,"(413) 592-1715","424 Front StChicopee, MA 01013",1013,36578,36578,22907,"Springfiled",42.1479774,-72.6007584
"Big DaddyÎês Ice Cream & Hot Dogs","Ice Cream & Frozen Yogurt",1,4,3,"(413) 783-6300","955 Boston RdSpringfield, MA 01119",1119,45184,45184,13170,"Springfiled",42.137938,-72.512302
"Tosca Restaurant","Mediterranean",3,35,1.5,"(860) 668-0273","68 Bridge StSuffield, CT 06078",6078,88786,88786,12413,"Springfiled",41.9821367,-72.6485429
